# S024 verdict-1 H0 census. Regenerate with:
#   ~/.venv/chess/bin/python adocs/data/S024_census_run.py run <engine>
# One row per adocs/data/S024_census_positions.txt entry, depth 10, Hash 16 MB, ucinewgame between positions.
# writes = calls of history_on_quiet_cutoff(); writes_with_prev = those with prev_move != 0.
# reads = quiet-move score_move() evaluations; reads_with_prev = those where the continuation term is consulted; reads_nonzero = those where it is non-zero.
idx	game_index	ply	fen	nodes	elapsed_s	writes_total	writes_with_prev	reads_total	reads_with_prev	reads_nonzero
377	810	62	1r1r2k1/p4p1p/P5p1/2p2pb1/B1p5/2N2K1P/RP6/3R4 w - - 0 35	206311	0.0255739688873291	4524	4420	198833	190454	55407
378	630	74	2r5/4Bp2/ppk1p1p1/3bP2p/PPp2P1P/2P5/5KP1/4R3 w - - 15 41	114944	0.013247251510620117	2984	2937	108765	105159	26178
379	673	108	8/8/8/3k4/RK6/N7/8/2r5 w - - 3 58	77234	0.010696887969970703	5589	5548	130101	128565	41576
380	750	65	k7/pb2q1rp/2R2Q2/3p1pp1/P3p3/8/1P3PPP/4R1K1 b - - 0 36	78866	0.009836673736572266	1496	1474	72397	67931	8506
381	360	114	8/8/6k1/1R5p/4K3/6P1/8/2b5 w - - 13 61	77720	0.009882450103759766	4600	4525	91816	88929	33819
382	232	61	3r2k1/5pb1/1pq2p2/p1p3pP/2Q5/P3B3/1P3PP1/4R1K1 b - - 3 34	671901	0.08425545692443848	8942	8769	541977	529983	211087
383	220	36	r5k1/1p3rp1/pnn4p/3q4/1P1pN1b1/3PQNP1/5PBP/R4RK1 w - - 2 22	205897	0.025474071502685547	675	566	124242	116672	11566
384	811	21	r4rk1/p1qnbppp/1p2pn2/1P6/3p4/4PNP1/PB2QPBP/R4RK1 b - - 0 14	375536	0.0456240177154541	3210	3138	297971	285762	70801
385	573	63	r3r3/1p1q2pk/2p4p/2Pp1N2/1b3P2/3QP3/6PP/3R1RK1 b - - 0 35	281912	0.035547494888305664	2130	2080	196163	187103	37525
386	210	62	2r5/3kp3/b3p3/3pP3/PR3B1P/5r2/1K5P/7R w - - 5 35	309419	0.040265560150146484	9006	8811	356859	348448	157045
387	856	104	8/5pk1/2q2npp/pp1p4/3RrN2/P1P1P2P/1P3PP1/3Q2K1 w - - 20 56	439923	0.055437326431274414	4163	4077	303786	292452	63090
388	605	47	2r1r1k1/2pbnpb1/ppn3p1/6Np/N2pPP2/PB1P3P/1P1B2P1/1R2R1K1 b - - 3 27	117197	0.01623821258544922	659	634	64391	59872	9404
389	475	40	5rk1/5pp1/p1b4p/1p2P3/2P1N3/2RK1N2/Pb3PPP/8 w - - 3 24	117104	0.013833284378051758	733	681	65119	59350	5257
390	41	93	8/4R3/8/3k4/5Pp1/1r4P1/5K2/8 b - - 3 50	62253	0.007589101791381836	2972	2934	66670	64728	19516
391	163	34	r5kr/1pp1qp1b/p1nb1p1p/4p3/4P1PB/P4N1P/KPB1QP2/3R3R w - - 2 21	949066	0.12911057472229004	10410	10116	726106	706037	204320
392	637	30	r4rk1/p1qb1pp1/3p3p/1p2p3/2pPPn2/PBP2N1P/1P1Q1PP1/R4RK1 w - - 0 19	195881	0.028087139129638672	1699	1676	135436	130047	21866
393	241	51	3R2k1/pp3p1p/2p3p1/8/4bPP1/4r2P/PP6/5BK1 b - - 1 29	43309	0.005803346633911133	660	647	32278	31297	5206
394	559	37	r5kr/1p1bb1p1/4p3/p1qpP2p/7P/P1P1PN1R/1PQN2P1/2K1R3 b - - 1 22	546950	0.0754537582397461	7939	7737	490484	477402	127942
395	569	50	1r6/4kp2/p3p3/P5pp/1nB5/1PK5/6PP/R7 w - - 0 29	452270	0.057908058166503906	11737	11544	411995	402584	190256
396	56	49	2r3k1/1b4p1/pq1bp2p/1p3p2/1P2n3/P2BP2P/QB2NPP1/3R2K1 b - - 1 28	519583	0.06841015815734863	2989	2727	329430	306258	52989
397	558	41	2R2rk1/1p1n2pp/pq2p3/3p1p2/1P1NnP2/P3P3/1B4PP/4QRK1 b - - 0 24	132970	0.01804661750793457	1944	1917	116159	111191	21027
398	107	86	8/1p6/p3kp2/6pp/3P3P/1b3PK1/1P4P1/4B3 w - - 0 47	55904	0.0070056915283203125	1438	1403	42841	41223	8669
399	795	19	r2q1rk1/1Bp2ppp/pn2pn2/p2pb3/3P1B2/2N1P3/1PP2PPP/R2Q1RK1 b - - 0 13	84418	0.009876012802124023	414	408	52932	47192	7327
400	505	76	5rk1/4Rp2/6pQ/2p5/2P5/5qPP/5P1K/8 w - - 1 42	80645	0.010362863540649414	2351	2303	80658	77542	16493
# totals				112638096	15.073	1388919	1354960	83257904	80083780	21735125
