# S109 late move pruning census. depth is remaining depth at the
# node; move is the index of the legal move searched, from 1.
kind	depth	move	count
reduction	54	56	9
reduction	54	57	9
reduction	54	58	9
reduction	54	59	9
reduction	54	60	9
reduction	54	61	9
reduction	54	62	9
reduction	54	63	9
reduction	55	1	0
reduction	55	2	2
reduction	55	3	2
reduction	55	4	3
reduction	55	5	4
reduction	55	6	4
reduction	55	7	4
reduction	55	8	5
reduction	55	9	5
reduction	55	10	5
reduction	55	11	5
reduction	55	12	5
reduction	55	13	6
reduction	55	14	6
reduction	55	15	6
reduction	55	16	6
reduction	55	17	6
reduction	55	18	6
reduction	55	19	7
reduction	55	20	7
reduction	55	21	7
reduction	55	22	7
reduction	55	23	7
reduction	55	24	7
reduction	55	25	7
reduction	55	26	7
reduction	55	27	7
reduction	55	28	7
reduction	55	29	7
reduction	55	30	8
reduction	55	31	8
reduction	55	32	8
reduction	55	33	8
reduction	55	34	8
reduction	55	35	8
reduction	55	36	8
reduction	55	37	8
reduction	55	38	8
reduction	55	39	8
reduction	55	40	8
reduction	55	41	8
reduction	55	42	8
reduction	55	43	8
reduction	55	44	8
reduction	55	45	8
reduction	55	46	8
reduction	55	47	8
reduction	55	48	9
reduction	55	49	9
reduction	55	50	9
reduction	55	51	9
reduction	55	52	9
reduction	55	53	9
reduction	55	54	9
reduction	55	55	9
reduction	55	56	9
reduction	55	57	9
reduction	55	58	9
reduction	55	59	9
reduction	55	60	9
reduction	55	61	9
reduction	55	62	9
reduction	55	63	9
reduction	56	1	0
reduction	56	2	2
reduction	56	3	2
reduction	56	4	3
reduction	56	5	4
reduction	56	6	4
reduction	56	7	4
reduction	56	8	5
reduction	56	9	5
reduction	56	10	5
reduction	56	11	5
reduction	56	12	6
reduction	56	13	6
reduction	56	14	6
reduction	56	15	6
reduction	56	16	6
reduction	56	17	6
reduction	56	18	6
reduction	56	19	7
reduction	56	20	7
reduction	56	21	7
reduction	56	22	7
reduction	56	23	7
reduction	56	24	7
reduction	56	25	7
reduction	56	26	7
reduction	56	27	7
reduction	56	28	7
reduction	56	29	7
reduction	56	30	8
reduction	56	31	8
reduction	56	32	8
reduction	56	33	8
reduction	56	34	8
reduction	56	35	8
reduction	56	36	8
reduction	56	37	8
reduction	56	38	8
reduction	56	39	8
reduction	56	40	8
reduction	56	41	8
reduction	56	42	8
reduction	56	43	8
reduction	56	44	8
reduction	56	45	8
reduction	56	46	8
reduction	56	47	9
reduction	56	48	9
reduction	56	49	9
reduction	56	50	9
reduction	56	51	9
reduction	56	52	9
reduction	56	53	9
reduction	56	54	9
reduction	56	55	9
reduction	56	56	9
reduction	56	57	9
reduction	56	58	9
reduction	56	59	9
reduction	56	60	9
reduction	56	61	9
reduction	56	62	9
reduction	56	63	9
reduction	57	1	0
reduction	57	2	2
reduction	57	3	2
reduction	57	4	3
reduction	57	5	4
reduction	57	6	4
reduction	57	7	4
reduction	57	8	5
reduction	57	9	5
reduction	57	10	5
reduction	57	11	5
reduction	57	12	6
reduction	57	13	6
reduction	57	14	6
reduction	57	15	6
reduction	57	16	6
reduction	57	17	6
reduction	57	18	6
reduction	57	19	7
reduction	57	20	7
reduction	57	21	7
reduction	57	22	7
reduction	57	23	7
reduction	57	24	7
reduction	57	25	7
reduction	57	26	7
reduction	57	27	7
reduction	57	28	7
reduction	57	29	8
reduction	57	30	8
reduction	57	31	8
reduction	57	32	8
reduction	57	33	8
reduction	57	34	8
reduction	57	35	8
reduction	57	36	8
reduction	57	37	8
reduction	57	38	8
reduction	57	39	8
reduction	57	40	8
reduction	57	41	8
reduction	57	42	8
reduction	57	43	8
reduction	57	44	8
reduction	57	45	8
reduction	57	46	9
reduction	57	47	9
reduction	57	48	9
reduction	57	49	9
reduction	57	50	9
reduction	57	51	9
reduction	57	52	9
reduction	57	53	9
reduction	57	54	9
reduction	57	55	9
reduction	57	56	9
reduction	57	57	9
reduction	57	58	9
reduction	57	59	9
reduction	57	60	9
reduction	57	61	9
reduction	57	62	9
reduction	57	63	9
reduction	58	1	0
reduction	58	2	2
reduction	58	3	2
reduction	58	4	3
reduction	58	5	4
reduction	58	6	4
reduction	58	7	4
reduction	58	8	5
reduction	58	9	5
reduction	58	10	5
reduction	58	11	5
reduction	58	12	6
reduction	58	13	6
reduction	58	14	6
reduction	58	15	6
reduction	58	16	6
reduction	58	17	6
reduction	58	18	6
reduction	58	19	7
reduction	58	20	7
reduction	58	21	7
reduction	58	22	7
reduction	58	23	7
reduction	58	24	7
reduction	58	25	7
reduction	58	26	7
reduction	58	27	7
reduction	58	28	7
reduction	58	29	8
reduction	58	30	8
reduction	58	31	8
reduction	58	32	8
reduction	58	33	8
reduction	58	34	8
reduction	58	35	8
reduction	58	36	8
reduction	58	37	8
reduction	58	38	8
reduction	58	39	8
reduction	58	40	8
reduction	58	41	8
reduction	58	42	8
reduction	58	43	8
reduction	58	44	8
reduction	58	45	9
reduction	58	46	9
reduction	58	47	9
reduction	58	48	9
reduction	58	49	9
reduction	58	50	9
reduction	58	51	9
reduction	58	52	9
reduction	58	53	9
reduction	58	54	9
reduction	58	55	9
reduction	58	56	9
reduction	58	57	9
reduction	58	58	9
reduction	58	59	9
reduction	58	60	9
reduction	58	61	9
reduction	58	62	9
reduction	58	63	9
reduction	59	1	0
reduction	59	2	2
reduction	59	3	2
reduction	59	4	3
reduction	59	5	4
reduction	59	6	4
reduction	59	7	4
reduction	59	8	5
reduction	59	9	5
reduction	59	10	5
reduction	59	11	5
reduction	59	12	6
reduction	59	13	6
reduction	59	14	6
reduction	59	15	6
reduction	59	16	6
reduction	59	17	6
reduction	59	18	6
reduction	59	19	7
reduction	59	20	7
reduction	59	21	7
reduction	59	22	7
reduction	59	23	7
reduction	59	24	7
reduction	59	25	7
reduction	59	26	7
reduction	59	27	7
reduction	59	28	7
reduction	59	29	8
reduction	59	30	8
reduction	59	31	8
reduction	59	32	8
reduction	59	33	8
reduction	59	34	8
reduction	59	35	8
reduction	59	36	8
reduction	59	37	8
reduction	59	38	8
reduction	59	39	8
reduction	59	40	8
reduction	59	41	8
reduction	59	42	8
reduction	59	43	8
reduction	59	44	8
reduction	59	45	9
reduction	59	46	9
reduction	59	47	9
reduction	59	48	9
reduction	59	49	9
reduction	59	50	9
reduction	59	51	9
reduction	59	52	9
reduction	59	53	9
reduction	59	54	9
reduction	59	55	9
reduction	59	56	9
reduction	59	57	9
reduction	59	58	9
reduction	59	59	9
reduction	59	60	9
reduction	59	61	9
reduction	59	62	9
reduction	59	63	9
reduction	60	1	0
reduction	60	2	2
reduction	60	3	2
reduction	60	4	3
reduction	60	5	4
reduction	60	6	4
reduction	60	7	4
reduction	60	8	5
reduction	60	9	5
reduction	60	10	5
reduction	60	11	5
reduction	60	12	6
reduction	60	13	6
reduction	60	14	6
reduction	60	15	6
reduction	60	16	6
reduction	60	17	6
reduction	60	18	7
reduction	60	19	7
reduction	60	20	7
reduction	60	21	7
reduction	60	22	7
reduction	60	23	7
reduction	60	24	7
reduction	60	25	7
reduction	60	26	7
reduction	60	27	7
reduction	60	28	8
reduction	60	29	8
reduction	60	30	8
reduction	60	31	8
reduction	60	32	8
reduction	60	33	8
reduction	60	34	8
reduction	60	35	8
reduction	60	36	8
reduction	60	37	8
reduction	60	38	8
reduction	60	39	8
reduction	60	40	8
reduction	60	41	8
reduction	60	42	8
reduction	60	43	8
reduction	60	44	9
reduction	60	45	9
reduction	60	46	9
reduction	60	47	9
reduction	60	48	9
reduction	60	49	9
reduction	60	50	9
reduction	60	51	9
reduction	60	52	9
reduction	60	53	9
reduction	60	54	9
reduction	60	55	9
reduction	60	56	9
reduction	60	57	9
reduction	60	58	9
reduction	60	59	9
reduction	60	60	9
reduction	60	61	9
reduction	60	62	9
reduction	60	63	9
reduction	61	1	0
reduction	61	2	2
reduction	61	3	3
reduction	61	4	3
reduction	61	5	4
reduction	61	6	4
reduction	61	7	4
reduction	61	8	5
reduction	61	9	5
reduction	61	10	5
reduction	61	11	5
reduction	61	12	6
reduction	61	13	6
reduction	61	14	6
reduction	61	15	6
reduction	61	16	6
reduction	61	17	6
reduction	61	18	7
reduction	61	19	7
reduction	61	20	7
reduction	61	21	7
reduction	61	22	7
reduction	61	23	7
reduction	61	24	7
reduction	61	25	7
reduction	61	26	7
reduction	61	27	7
reduction	61	28	8
reduction	61	29	8
reduction	61	30	8
reduction	61	31	8
reduction	61	32	8
reduction	61	33	8
reduction	61	34	8
reduction	61	35	8
reduction	61	36	8
reduction	61	37	8
reduction	61	38	8
reduction	61	39	8
reduction	61	40	8
reduction	61	41	8
reduction	61	42	8
reduction	61	43	9
reduction	61	44	9
reduction	61	45	9
reduction	61	46	9
reduction	61	47	9
reduction	61	48	9
reduction	61	49	9
reduction	61	50	9
reduction	61	51	9
reduction	61	52	9
reduction	61	53	9
reduction	61	54	9
reduction	61	55	9
reduction	61	56	9
reduction	61	57	9
reduction	61	58	9
reduction	61	59	9
reduction	61	60	9
reduction	61	61	9
reduction	61	62	9
reduction	61	63	9
reduction	62	1	0
reduction	62	2	2
reduction	62	3	3
reduction	62	4	3
reduction	62	5	4
reduction	62	6	4
reduction	62	7	4
reduction	62	8	5
reduction	62	9	5
reduction	62	10	5
reduction	62	11	5
reduction	62	12	6
reduction	62	13	6
reduction	62	14	6
reduction	62	15	6
reduction	62	16	6
reduction	62	17	6
reduction	62	18	7
reduction	62	19	7
reduction	62	20	7
reduction	62	21	7
reduction	62	22	7
reduction	62	23	7
reduction	62	24	7
reduction	62	25	7
reduction	62	26	7
reduction	62	27	7
reduction	62	28	8
reduction	62	29	8
reduction	62	30	8
reduction	62	31	8
reduction	62	32	8
reduction	62	33	8
reduction	62	34	8
reduction	62	35	8
reduction	62	36	8
reduction	62	37	8
reduction	62	38	8
reduction	62	39	8
reduction	62	40	8
reduction	62	41	8
reduction	62	42	8
reduction	62	43	9
reduction	62	44	9
reduction	62	45	9
reduction	62	46	9
reduction	62	47	9
reduction	62	48	9
reduction	62	49	9
reduction	62	50	9
reduction	62	51	9
reduction	62	52	9
reduction	62	53	9
reduction	62	54	9
reduction	62	55	9
reduction	62	56	9
reduction	62	57	9
reduction	62	58	9
reduction	62	59	9
reduction	62	60	9
reduction	62	61	9
reduction	62	62	9
reduction	62	63	9
reduction	63	1	0
reduction	63	2	2
reduction	63	3	3
reduction	63	4	3
reduction	63	5	4
reduction	63	6	4
reduction	63	7	4
reduction	63	8	5
reduction	63	9	5
reduction	63	10	5
reduction	63	11	5
reduction	63	12	6
reduction	63	13	6
reduction	63	14	6
reduction	63	15	6
reduction	63	16	6
reduction	63	17	6
reduction	63	18	7
reduction	63	19	7
reduction	63	20	7
reduction	63	21	7
reduction	63	22	7
reduction	63	23	7
reduction	63	24	7
reduction	63	25	7
reduction	63	26	7
reduction	63	27	8
reduction	63	28	8
reduction	63	29	8
reduction	63	30	8
reduction	63	31	8
reduction	63	32	8
reduction	63	33	8
reduction	63	34	8
reduction	63	35	8
reduction	63	36	8
reduction	63	37	8
reduction	63	38	8
reduction	63	39	8
reduction	63	40	8
reduction	63	41	8
reduction	63	42	9
reduction	63	43	9
reduction	63	44	9
reduction	63	45	9
reduction	63	46	9
reduction	63	47	9
reduction	63	48	9
reduction	63	49	9
reduction	63	50	9
reduction	63	51	9
reduction	63	52	9
reduction	63	53	9
reduction	63	54	9
reduction	63	55	9
reduction	63	56	9
reduction	63	57	9
reduction	63	58	9
reduction	63	59	9
reduction	63	60	9
reduction	63	61	9
reduction	63	62	9
reduction	63	63	9
