# S222 phase-three census: the one-ply continuation table's use on the FITTED
# build, taken so the shares stand beside S024's 97.56 / 96.19 / 27.14 %, with
# a same-tree control at the incumbent vector so the movement is attributed
# rather than explained.
#
# WHAT THIS IS. `adocs/data/S024_census_run.py run <engine>` over the same 400
# positions of `adocs/data/S024_census_positions.txt` -- one per game from
# `adocs/data/S219_aa_calibration.pgn`, `random.Random(24)` shuffle, each
# game's own midpoint ply -- at depth 10, Hash 16, `ucinewgame` between
# positions, driven through one persistent UCI process. The script is S024's
# unchanged; only the binary under it is new.
#
# THE BINARY. S222's fitted `src/search_params.hpp` -- the SPSA lane of
# 2026-09-14, `adocs/data/S222_spsa_trajectory.tsv` -- with S024's five
# throwaway counters patched back in. Built in a detached worktree at
# `bdd82cc` (S222 phase two's tree) with the fitted header copied in and the
# five counters added; `cmake -DCMAKE_BUILD_TYPE=Release`, its own `build/`,
# the real tree's never touched, the worktree removed after the run. The
# instrumentation is not in the shipping engine and never was: an
# `info string cont_hist_census` line is not on the UCI surface
# `tests/test_uci_surface.cpp` guards. The exact diff is at the bottom of this
# file, so the run is reproducible without it having to exist in the tree.
#
# THE CONTROL, AND WHY IT IS HERE. Held against S024 alone the non-zero share
# fell eight points, and the obvious reading -- that the fitted scale writes a
# thinner table -- is an argument and not a measurement. So the same
# instrumented binary was rebuilt with `bdd82cc`'s own incumbent
# `search_params.hpp` and the same 400 positions re-run, which separates the
# vector from the tree: S109's pruning block and S091's capture rules landed
# between S024's census and this one, and the tree here is a third of the size
# (30.5 M nodes against 112.6 M over the same positions). Both summaries are
# below. **The fit is not what moved it**: at the incumbent vector on this tree
# the non-zero share is 18.94 %, at the fitted vector 19.15 %, so the fitted
# vector reads a non-zero entry slightly **more** often, by 0.21 points, and
# the whole of the eight-point fall belongs to the smaller tree.
#
# THE READING, beside S024's. Writes that have a previous move to index
# 96.62 % against 97.56 %; quiet `score_move()` evaluations that consult the
# continuation term 95.15 % against 96.19 %; of those, the share reading a
# non-zero entry 19.15 % against 27.14 %, of which none is the fit's doing per
# the control above. The first two are the same profile S024 measured and the
# small remainder is still exactly the root ply and the node after a null
# move; the per-position spread is 2.04 % to 38.88 %, median 17.12 %, so no
# handful of positions carries the average. What this census can say is what
# S024's said: the table is consulted on nearly every quiet score and returns
# a real number on a substantial share of those, so a verdict on the fitted
# vector is not a verdict on inert wiring. It is not a strength measurement
# and nothing here reads it as one (DEC-019); `adocs/data/S222_sprt.sh`
# decides the step.
#
# SUMMARY, FITTED VECTOR, as the script printed it:
#
#   positions: 400
#   total nodes: 30474552
#   wall time: 9.2 s
#   writes_total: 1004818  writes_with_prev: 970896  share: 96.6241%
#   reads_total: 60674017  reads_with_prev: 57733854  share: 95.1542%
#   reads_nonzero: 11055397  of reads_with_prev: 57733854  share: 19.1489%
#   per-position reads_nonzero/reads_with_prev share: min 2.0426%  median 17.1180%  max 38.8845%
#
#   S024-CENSUS-DONE
#
# SUMMARY, INCUMBENT VECTOR, same binary rebuilt with `bdd82cc`'s own
# `src/search_params.hpp`, same 400 positions, same depth and hash:
#
#   positions: 400
#   total nodes: 30507851
#   wall time: 9.2 s
#   writes_total: 997285  writes_with_prev: 963962  share: 96.6586%
#   reads_total: 60176212  reads_with_prev: 57253220  share: 95.1426%
#   reads_nonzero: 10845052  of reads_with_prev: 57253220  share: 18.9423%
#   per-position reads_nonzero/reads_with_prev share: min 2.2590%  median 17.0027%  max 37.8323%
#
#   S024-CENSUS-DONE
#
# Rows of the FITTED run, one per position, from the S024 script above:
#   ~/.venv/chess/bin/python adocs/data/S024_census_run.py run <engine>
# One row per adocs/data/S024_census_positions.txt entry, depth 10, Hash 16 MB, ucinewgame between positions.
# writes = calls of history_on_quiet_cutoff(); writes_with_prev = those with prev_move != 0.
# reads = quiet-move score_move() evaluations; reads_with_prev = those where the continuation term is consulted; reads_nonzero = those where it is non-zero.
idx	game_index	ply	fen	nodes	elapsed_s	writes_total	writes_with_prev	reads_total	reads_with_prev	reads_nonzero
118	936	42	5rk1/pp3ppp/8/2p1n3/4PN1P/8/Pr4BK/R6R w - - 0 25	22251	0.0062067508697509766	1080	1068	52315	49200	8436
119	642	59	1r3rkb/2qbnn1p/p5pP/N1p1ppP1/PpNpPP2/3P2Q1/1PPB2BK/R6R b - - 13 33	241771	0.07439351081848145	1563	1391	277504	263954	26555
120	539	53	4R1k1/5ppp/p2Rr3/8/5P1n/2B4P/5P2/5K2 b - - 0 30	24178	0.005507707595825195	1407	1392	49563	48885	10464
121	903	64	6k1/6p1/5p2/3R4/2rB4/5K2/5P1b/8 w - - 0 36	87082	0.01955723762512207	5329	5202	171903	166395	42744
122	850	69	3R4/1p2r1p1/p1r2pkp/2Np1n2/3P4/P3P2P/1P3PP1/3R2K1 b - - 1 38	51206	0.012880802154541016	1673	1593	95877	90619	16602
123	887	88	1b4k1/6p1/7p/r2P4/5p2/2P4P/6P1/1R4K1 w - - 0 48	22390	0.004397153854370117	1230	1215	36126	33570	6216
124	768	126	2r3k1/3R4/6p1/p5P1/P4PK1/8/1rp5/2R5 w - - 35 67	84508	0.018082618713378906	4580	4466	137557	131631	36889
125	110	112	8/1p3k2/2b5/P4p2/1B1R2p1/1r3PK1/6P1/8 w - - 2 60	24500	0.005524158477783203	593	549	33784	30123	1378
126	812	41	3r2k1/5ppp/pn2r3/Bp2P3/2pP1P2/P3K3/P5PP/2RR4 b - - 3 24	55439	0.013476848602294922	2397	2269	116117	109769	18251
127	709	32	r4rk1/2q2pp1/b3pn1p/ppb5/B7/2P2NP1/PP3P1P/R1BRQ1K1 w - - 0 20	78074	0.023746967315673828	1406	1326	157284	146221	24300
128	688	97	8/5pk1/5pb1/2q2B2/5QP1/8/3K4/8 b - - 0 52	138500	0.027237653732299805	8380	8261	237521	231914	88908
129	388	66	1r3k1r/q2bb2p/p3np2/4pN2/1P1pP3/P2P4/2Q1BPPP/1R2R1K1 w - - 1 37	167864	0.04947948455810547	6099	5751	429371	405365	103268
130	381	33	3rr1k1/1b2qppp/p1p5/PP1pP3/4n3/1P2P2P/1Q1NBPP1/R3R1K1 b - - 0 20	38454	0.01154470443725586	896	884	90502	83594	6911
131	677	46	4r1k1/pp3p2/6pB/1b1R2bn/4P3/5Q1P/q1r2PB1/4R1K1 w - - 0 27	55773	0.0172121524810791	1297	1275	129250	122294	16368
132	327	36	3r2k1/1pq2pp1/p1r4p/7n/P1PpP3/1P3P1P/3Q2P1/R1BR2K1 w - - 0 22	117483	0.03721213340759277	5341	5077	353820	341538	61235
133	971	85	3r4/1p1rnk2/p7/P1P1pp2/7R/4B2P/5PPK/2R5 b - - 1 46	26614	0.006255388259887695	1168	1159	55957	51962	6378
134	399	83	rr4k1/2bq1bp1/2p1p2p/p1Pp1p1P/3P1P2/1PB1P1P1/R1Q1BK2/1R6 b - - 18 45	115486	0.03724837303161621	5429	5244	332487	318528	81985
135	513	74	3r4/r4bkp/2Pb2p1/pp1P4/1N2p3/P1R5/4BP1P/2R3K1 w - - 0 41	64198	0.02065753936767578	1023	848	143715	127870	15143
136	512	79	6k1/5p2/2PBpbpp/1N6/8/1r4PP/R3KP2/6r1 b - - 0 43	76118	0.023576736450195312	5010	4921	159900	153198	26868
137	557	55	4r2k/6pp/r3q3/PQ1p4/1B2n3/P3PN2/6PP/4R1K1 b - - 17 31	170805	0.05413007736206055	6925	6705	463195	448181	131317
138	450	51	3r2k1/5p1p/p2P4/6p1/P1p2p2/5P2/1P3PKP/3R4 b - - 1 29	25672	0.005766391754150391	1547	1506	42895	40841	6981
139	670	30	r1b1r1k1/ppq1b1p1/2p4p/2n2p2/P1P1p3/2N2N2/RP2BPPP/2QR2K1 w - - 0 19	49314	0.016063690185546875	1694	1597	136265	122762	10676
140	792	40	4r3/1bpk1ppR/p2p4/1p1P4/3b2P1/P1N5/1PPB1P2/2K5 w - - 1 24	86629	0.023277759552001953	1938	1849	138379	130581	21630
141	356	65	5rk1/1p6/5n2/pPb2NBp/P1p3P1/2P4K/5p1P/3R4 b - - 0 36	54103	0.013933181762695312	1497	1462	64998	60557	6547
142	800	60	3q2k1/R1r2ppp/1n6/3p1N2/3Pp3/2p1P2P/2P2PP1/Q5K1 w - - 8 34	57782	0.016538143157958984	1995	1937	114878	107753	16586
143	428	31	rn2r1k1/2pqbppB/pp2p2p/4P2n/1P1P4/P4NP1/1BQ2P1P/R4RK1 b - - 2 19	28461	0.009152412414550781	1362	1326	77743	76097	11399
144	747	40	r2q2k1/1p4pp/2b5/2Pp4/p2Pnr2/P3P3/1BQ1B1PP/R5K1 w - - 0 24	33289	0.00982356071472168	1319	1306	92456	88345	13511
145	60	55	3r2k1/p4pp1/5b1q/3Br2P/1PP5/1P6/K1Q5/3RR3 b - - 4 31	89264	0.027113676071166992	2914	2850	201987	194970	46613
146	788	41	6k1/2b2ppp/p1p5/2P5/q1BP3P/2P5/Prb2PP1/4BQKR b - - 0 24	71506	0.023761749267578125	2642	2473	166865	156424	20717
147	257	40	r3r1k1/1p3ppp/p1p2n2/5R2/8/1QP1q1P1/2P3BP/1R4K1 w - - 6 24	79099	0.024323701858520508	2344	2290	184158	181107	34125
148	21	17	r4rk1/pp2ppbp/2n2np1/2q2b2/3N4/4PN2/PPPBBPPP/R2Q1RK1 b - - 3 12	102908	0.03453946113586426	3539	3448	265676	251953	39457
149	884	65	6k1/5pp1/8/p2R4/P7/3P1K2/1r4PP/8 b - - 7 36	65367	0.013647794723510742	3543	3490	100385	97229	22886
150	245	75	8/2p1Bpk1/4n3/1p1p3P/3n2P1/8/3KBP2/8 b - - 0 41	70028	0.016253948211669922	3067	2964	101953	97112	20917
151	740	34	r6r/4kpp1/1pp5/4nb2/6n1/PPN3PN/2P3BP/R4K1R w - - 0 21	88731	0.024546146392822266	1737	1669	141607	134221	21766
152	754	36	3r2k1/pR1n1pbp/2p3p1/3q3P/3pR3/3B3Q/5PP1/6K1 w - - 0 22	82299	0.027363300323486328	1685	1621	200582	191399	17893
153	712	56	8/5kp1/1pR2p2/p2r3p/P2p3P/3Rb1P1/1P4K1/8 w - - 1 32	58105	0.012950420379638672	2731	2686	94822	90956	15823
154	769	30	r2r2k1/1bp2p1p/2n1p1p1/p3q3/1p6/2PBB3/PPQ3PP/4RRK1 w - - 2 19	163575	0.05058693885803223	2226	2127	297789	283725	51306
155	725	61	rn4k1/3r4/6p1/p1p2p1p/P6P/2P2NP1/8/R2R2K1 b - - 0 34	34869	0.008530378341674805	1684	1582	71660	67209	12265
156	585	60	1r6/5p1k/1n2p2p/1p1pP3/p1r1bP2/R1P1B2B/1P1RPK1P/8 w - - 4 34	194450	0.05011558532714844	7013	6813	393700	382114	100858
157	730	32	4r3/1p1bppk1/p2q2pp/2p1p3/2PnPP2/P1NP4/1P1Q2P1/4RRK1 w - - 0 20	102468	0.027256011962890625	1823	1780	179826	173445	22575
158	1	29	r1b2rk1/2p1qppp/p1p1p3/8/4Q3/P1PB3P/1P3PP1/R3R1K1 b - - 0 18	42704	0.013348579406738281	1421	1370	98855	95245	16881
159	864	35	2rq1rk1/1Q2p1bp/6p1/p2p2N1/3Pp3/P3P1P1/2P2PBP/5RK1 b - - 0 21	98789	0.02788567543029785	1741	1671	178653	168013	22810
160	153	58	4r3/7R/1p2pk2/p2p4/3p1KP1/P1P5/1P6/8 w - - 0 33	35004	0.006512880325317383	1653	1631	44409	42320	10849
161	184	145	8/1Pk5/3b4/3B1p2/3P3p/2K4P/8/8 b - - 33 76	31099	0.004929780960083008	2011	1976	37729	36071	9038
162	384	47	2b3k1/5pp1/p2np2p/Pp1pN3/3PN3/1P2P3/4BPPP/6K1 b - - 0 27	27132	0.005614042282104492	1394	1357	45219	43364	8541
163	655	62	4br1k/2p1n3/P6p/3p4/4p2N/2q1P1P1/4QPB1/3R2K1 w - - 0 35	98226	0.028804779052734375	3347	3239	203447	196210	34629
164	414	29	r2qbrk1/1p3ppp/4pn2/n1bpN3/1P3P2/P2BP3/4Q1PP/1RB2RK1 b - - 0 18	131542	0.046216487884521484	3168	2998	306809	293927	42451
165	644	38	1rr3k1/7p/p3bnpb/3p1p2/B2P1P2/P4N2/1Pn1N1PP/R1B2RK1 w - - 1 23	21507	0.006552696228027344	372	340	42274	37729	1874
166	976	25	r1b2rk1/pp2p1b1/1q1p2p1/2pPn2p/2P3nP/6NN/PPQBBPP1/R4RK1 b - - 2 16	126589	0.04451155662536621	1382	1296	218887	208688	14025
167	923	34	r4rk1/pp3pb1/1q2b2p/3pN3/3P1Q2/P1NB4/1P4PP/5RK1 w - - 3 21	257758	0.08473706245422363	4920	4679	499994	472677	89511
168	470	64	r5r1/4k3/4p3/4N2p/P1PB2p1/2K2b2/1P3P2/2R5 w - - 3 36	128056	0.036192893981933594	6482	6331	270905	260678	66627
169	847	48	2r5/5k1p/1r1p1bp1/p1pPpp2/Pp6/1P1P1P1P/2PB1PK1/R1R5 w - - 1 28	48282	0.01142430305480957	3035	2964	122173	116559	23741
170	524	72	8/8/R3nkp1/7p/1r2K2P/4B1P1/8/8 w - - 4 40	44734	0.010146141052246094	2509	2474	78939	77636	14494
171	685	21	r3k2r/2pqbpp1/bpn1p3/p2p4/3PPB1P/2P1QN1P/P1P2PB1/2KR3R b kq - 3 14	139328	0.046901702880859375	3109	3006	261294	245762	47696
172	389	49	8/1p3k2/2p1b1p1/2B4p/P3P3/5KPP/1bP5/5B2 b - - 1 28	40505	0.01017451286315918	1809	1737	84010	79541	13720
173	52	30	r1r2nk1/4bppp/p3p3/q3P3/Np1p1BP1/1Q1B1P2/PP3P2/R3R1K1 w - - 3 19	80716	0.02762603759765625	1801	1694	180492	168776	19810
174	394	115	5B2/R7/2r5/3b3p/p7/6PK/4k3/8 b - - 9 61	99705	0.025692462921142578	5681	5517	206860	196385	56288
175	598	16	r1b1r1k1/1pp1qppp/p1nbpn2/3pN3/P2P4/1P2P2P/1BPNBPP1/R2Q1RK1 w - - 6 12	68538	0.02044200897216797	892	860	109163	100606	11719
176	871	27	1k1r3r/2pqb1p1/p1n1p1p1/1pNn1p2/1P1P4/PB2P3/1B3PPP/R2Q1RK1 b - - 1 17	61750	0.018846750259399414	1673	1636	115571	110886	18507
177	426	40	1r3r2/3qb1pk/p2p3p/4p3/1pQpPP2/P2P2PP/1B5R/5RK1 w - - 0 24	65215	0.01884317398071289	590	571	98999	90167	4437
178	998	147	R7/P5k1/r7/1K6/8/8/8/8 b - - 10 77	14002	0.002649545669555664	1552	1528	24071	22657	3742
179	671	29	r3r1k1/pp3ppp/2pb4/2n1q3/P1PNp3/2P1B1Pb/4BP2/R2QR2K b - - 1 18	211850	0.07256364822387695	7526	7201	611097	584982	135104
180	999	125	8/3k4/8/6R1/P4Npp/8/5K2/1r6 b - - 3 66	49857	0.010579347610473633	2774	2692	82634	78009	17075
181	438	50	4Nk2/2R1np1p/1p4p1/4rb2/2B5/6P1/5PKP/8 w - - 4 29	51631	0.013877630233764648	1719	1652	93106	88262	12493
182	457	65	1r3bk1/6pp/4r3/5R2/3B4/P3P2P/5P2/5RK1 b - - 2 36	47089	0.012266874313354492	2216	2154	112600	105531	20282
183	108	43	r1b1k2r/pp2p1b1/2p5/2Pp2p1/6p1/4P1N1/5P1B/1R1K1B1R b kq - 1 25	168986	0.04808831214904785	8320	8069	414458	402394	121353
184	227	59	3r2k1/1pq2ppp/4p3/r2n4/p1PB1P2/P5PP/1P3Q2/3RR1K1 b - - 0 33	34343	0.010518312454223633	600	582	82635	72036	7698
185	9	62	8/p4k1p/6p1/1Q2nqB1/8/8/P4r2/3K1R2 w - - 2 35	22210	0.0054187774658203125	944	942	35615	32629	4678
186	234	23	r4rk1/1p1qbp1p/5np1/p1np4/8/PP2P2P/1B1N1P1P/2RQKBR1 b - - 3 15	242635	0.0673980712890625	3886	3751	361749	347988	80877
187	317	45	3r1Bk1/p2b2b1/6n1/3N2p1/P4Pp1/4P3/1P4P1/2KR3R b - - 0 26	71667	0.017345190048217773	1804	1770	105241	100416	14203
188	132	31	r1b2rk1/1n2bppp/1q2p3/p1p1P3/3p1P2/1N1P2P1/PP3QBP/R1B2RK1 b - - 2 19	108771	0.03419852256774902	5493	5283	291187	280255	68605
189	355	77	1r4k1/8/R6p/2p1Npp1/4nP2/1P4P1/7P/6K1 b - - 0 42	43348	0.010700464248657227	1974	1950	70504	67005	10445
190	614	76	8/2p4p/4k3/p1p3r1/P1R3P1/1PP5/4K3/8 w - - 1 42	81623	0.01735234260559082	5100	5001	114613	111535	38568
191	266	42	r2q1rk1/1pp2p2/4p1pQ/p7/Pn1bb3/6P1/1P3PBP/R1BR2K1 w - - 0 25	24188	0.007780790328979492	195	186	58581	55250	1262
192	892	53	3b2k1/5pp1/3pb2p/1P2p3/2P5/4B2P/3NrPP1/3R2K1 b - - 3 30	68710	0.019913196563720703	1699	1574	115385	109506	14542
193	269	36	1rb2rk1/1pq2pb1/p3p2p/6p1/NPp5/P1P3P1/3Q1PBP/3R1RK1 w - - 2 22	118442	0.04160928726196289	4100	3868	291646	278346	52578
194	635	60	6k1/R4pp1/1p3n1p/1Pnq4/2Q5/3p1N1P/5PP1/6K1 w - - 3 34	38942	0.011213302612304688	1925	1871	93110	86653	12097
195	632	101	6k1/3B4/4P3/4K3/3p4/8/8/5r2 b - - 2 54	40435	0.007920980453491211	3364	3258	61724	57166	14334
196	979	24	r4rk1/pp3pp1/1qnb1n1p/1N6/3PPpb1/P2Q2P1/1P4BP/R1B2RK1 w - - 0 16	65293	0.022394895553588867	748	734	120092	112845	9569
197	20	64	3r4/2R2pk1/1n4p1/N1p1p2p/3pP3/3P2P1/5PKP/8 w - - 8 36	38691	0.009549140930175781	1874	1826	72310	69497	14240
198	988	34	r1br2k1/1p2ppbp/p1n3p1/2P5/1P6/1q1B1NP1/P1N2P1P/3R1RK1 w - - 0 21	24007	0.007288217544555664	498	496	50146	46548	3398
199	214	61	6k1/2p2pbp/ppNp2p1/3P2P1/1PbPP2P/B1n2B2/5K2/8 b - - 2 34	54009	0.013881683349609375	1253	1180	80578	74606	6832
200	112	28	2r2rk1/p1q2ppp/1p2p3/n2p4/N1bPnP2/2P1PNP1/6BP/2RQR1K1 w - - 3 18	73321	0.02322697639465332	1379	1282	151125	144152	16949
201	441	54	6kr/ppn2pb1/4p3/1q6/2Np1P2/P2P1Q2/3B1KP1/4R3 w - - 6 31	73204	0.021862030029296875	2178	2122	161164	154121	24448
202	727	54	4r1k1/1bq2pb1/p4r1p/2p1p1p1/1nPpP1P1/1P1P1NPB/1B2QP2/R2R2K1 w - - 10 31	51927	0.017891645431518555	2783	2739	153427	146348	30037
203	460	49	8/ppk1bp1p/4p3/2p2n1N/5P2/2P4P/PP4RK/8 b - - 2 28	250150	0.06338810920715332	17565	17006	590196	571528	218302
204	855	30	r1br2k1/1pb1qp2/2p1pn1p/p1P1N1p1/1P1Pp3/P3P1BP/2Q1BPP1/R4RK1 w - - 0 19	54529	0.018187999725341797	434	415	95955	85955	3034
205	207	64	1R6/4b1k1/4pp2/1p1p2p1/1r1P2p1/3R4/r2NKP1B/8 w - - 0 36	50715	0.013469457626342773	2103	1992	104161	97637	25349
206	876	40	2b2rk1/4nppp/2qNp3/4P3/1ppBP3/5Q2/5PPP/5RK1 w - - 1 24	85559	0.02722644805908203	3550	3327	208239	197246	34128
207	913	43	r5kr/1p2qpp1/2p2n2/p1Pp4/5N1p/PPQ1P3/5PPP/2RR2K1 b - - 7 25	151218	0.04489302635192871	6049	5911	363859	352993	98003
208	374	48	6k1/rrp2pp1/2p1p3/Q1PpP3/3P2Pq/P3R1N1/4bPP1/4R1K1 w - - 6 28	22602	0.0061016082763671875	726	660	58000	54281	4535
209	631	50	5r1k/6pp/bp2q3/p2p1p2/P1pPn3/1B2QNPP/1P4P1/4R1K1 w - - 0 29	53806	0.014754295349121094	1549	1493	107482	102797	16381
210	412	64	5r2/8/p1rpb1k1/2p1p1pp/2P1N3/Pp1PRPPP/1P4K1/7R w - - 4 36	51782	0.011278629302978516	1510	1485	78523	74000	11094
211	966	49	2br2k1/5ppp/1p3n2/3Pp3/4P3/P2PPB2/1P4PP/5RK1 b - - 1 28	90302	0.02078557014465332	3389	3227	162849	155048	35580
212	767	52	6k1/1p2rppp/2pp4/r3q3/2P1Pp2/P2P4/4QPPP/1R3RK1 w - - 2 30	45852	0.012293815612792969	1070	995	86477	80705	12652
213	29	91	8/1p6/2p1p2p/2rbk1p1/N5PP/P5K1/1P3R2/8 b - - 0 49	64216	0.013426065444946289	2843	2773	89485	86744	18623
214	425	72	8/2N2kp1/p3Rp1p/Pp1r4/1Pb4P/6P1/6P1/6K1 w - - 0 40	29928	0.0060656070709228516	1498	1466	45157	42864	6594
215	37	88	6k1/1br1q1b1/6Qp/3pPB2/1p3P2/P6P/5KP1/3R4 w - - 2 48	205483	0.05758309364318848	6652	6366	423213	399346	64505
216	416	47	1rr3k1/5ppp/3bp3/1P1p1q2/3Pn3/P4NP1/1B2QP1P/2R1R1K1 b - - 0 27	164062	0.046875	4859	4719	342096	326816	70177
217	649	48	4r1k1/3p1pp1/p4qnp/2p1p3/2P1P3/P1BPR1PP/5P2/1Q4K1 w - - 5 28	125152	0.03155875205993652	5854	5756	303623	295155	61573
218	861	47	3r4/pp4kp/2n5/3pp3/8/2P1R3/PP4PP/5RK1 b - - 1 27	63849	0.014832496643066406	3814	3610	152043	145307	40974
219	748	61	5r2/2p5/1pkp4/p4P1p/P1P4P/4R3/1P4P1/6K1 b - - 0 34	20051	0.003715991973876953	848	823	26453	24874	3300
220	714	34	r3k2r/5pp1/p1nq3n/4p2P/1pbpP3/P5P1/1KPB1QB1/4R1NR w kq - 0 21	84386	0.028810739517211914	2912	2826	221902	213966	30932
221	319	53	6k1/2pn1p2/2r1p1pp/R1P5/p2rP3/P2P2P1/5P1P/2R2BK1 b - - 2 30	125270	0.033479928970336914	4403	4269	199898	194266	49959
222	744	39	r4rk1/6p1/1bq1p2p/ppN2p2/1n1P1n1B/P3RN1P/1P1Q1PP1/3R2K1 b - - 0 23	103717	0.03763723373413086	1050	998	207959	188092	10063
223	938	110	8/5k2/8/5BK1/6PP/7r/8/8 w - - 3 59	23496	0.0051937103271484375	2530	2447	48797	46489	8626
224	548	64	4b1k1/r4pp1/2p2b1p/8/8/3N3P/2P1NPP1/3R2K1 w - - 1 36	61303	0.016979217529296875	3413	3280	161037	154230	40501
225	873	66	r2r2k1/5p2/2p3p1/p3P2p/RnP5/1R3B1P/5PP1/6K1 w - - 2 37	52876	0.016089916229248047	1584	1508	103372	97650	15161
226	839	54	4r1kr/5q2/2p1p1p1/8/2RP2p1/6P1/5P1P/4R1KQ w - - 5 31	64568	0.01732039451599121	1879	1861	108799	102412	19018
227	165	74	7k/5p2/1p5p/5N2/5KQP/8/5bP1/q7 w - - 8 41	111027	0.026610612869262695	4668	4590	159107	155406	48519
228	932	41	2rr2k1/1p4b1/p1bp2pp/4pp2/1PPpP3/P2P1B1P/3B1PP1/2R1R1K1 b - - 1 24	61098	0.015583515167236328	1521	1491	95577	90831	13260
229	489	66	2R5/5ppk/3br3/8/6P1/1PR1P2B/1P1r4/6K1 w - - 3 37	92086	0.025168180465698242	3813	3675	175772	169002	48514
230	490	46	5rk1/p1p2pp1/2p4p/3qP3/8/1P1b1N1P/P2Q1PP1/2R3K1 w - - 9 27	34272	0.010149240493774414	874	841	78581	72694	6952
231	152	63	5rk1/5pp1/2B4p/q7/p3Q3/Pb2P2P/5PP1/5RK1 b - - 4 35	91520	0.02786731719970703	3898	3796	244493	236448	61564
232	711	37	2b2rk1/rpq2pp1/3b3p/PR1Bp3/8/2B2QP1/P4P1P/3R2K1 b - - 5 22	158090	0.05639529228210449	2665	2504	314268	302667	33732
233	306	70	3r2k1/rb2qp1p/3b2p1/2p1p3/1pQ1P1B1/PR1P2PP/5P1N/1R4K1 w - - 4 39	134669	0.041855812072753906	3650	3511	283501	272846	46575
234	960	64	8/1p3k2/5bpp/r1ppr3/p2N2P1/P1P1PP2/1P2R1K1/7R w - - 0 36	58273	0.014860391616821289	1267	1196	91599	85321	17191
235	435	65	6k1/2r3bp/1Qqp4/P1p1p3/1p6/3P1PPP/6K1/R4R2 b - - 4 36	35735	0.010590314865112305	1643	1590	75326	71352	11846
236	498	101	8/2R5/8/4rp2/2B1pk2/4p3/6K1/8 b - - 15 54	25013	0.006554841995239258	2362	2297	58821	56893	11568
237	586	50	5rk1/1p2q2p/p4ppQ/2bR4/P3r3/4PN1P/1P3PP1/5RK1 w - - 0 29	129613	0.04126262664794922	2578	2448	284334	272946	38677
238	148	115	8/6k1/5p2/6pR/5r2/8/4K2P/8 b - - 5 61	44652	0.008465051651000977	3804	3762	79034	76561	22018
239	359	60	4r2k/2Q4p/8/3p4/pP4p1/P7/3N1q2/2RK4 w - - 5 34	105374	0.029909133911132812	4558	4454	213261	206400	55719
240	315	75	r4k2/1B4p1/5p1p/5P2/2p2P2/P1P1R1P1/3n1K1P/8 b - - 0 41	31845	0.007014036178588867	1705	1686	58233	56141	15008
241	520	19	r1b1k2r/ppqn1ppp/4p3/3p4/P2PN1nP/1P3Nb1/1B2PPP1/2RQKB1R b Kkq - 6 13	39100	0.01170039176940918	693	643	81915	71608	3496
242	502	46	r6k/p1p3pp/4qp2/p4B2/Pn1P4/8/1PQ2PPP/R5K1 w - - 6 27	36223	0.010132551193237305	1157	1100	81021	77502	11899
243	785	68	6k1/5p1p/1p3pp1/3q4/1P1b4/P2Q1R1P/6K1/8 w - - 4 38	61599	0.014887094497680664	3794	3717	148638	145171	33526
244	89	59	1r4k1/4r2p/1p1P2p1/2p1qp2/2P1Pp2/PR6/6PP/3QR1K1 b - - 0 33	36061	0.009255170822143555	657	612	62954	55516	4963
245	474	37	2r1rbk1/1pqb1p2/3p1npp/p2Np3/P1P1P3/1Q3NP1/1P3PBP/3RR1K1 b - - 0 22	24214	0.007963180541992188	526	517	53434	49804	4933
246	546	35	1q4kr/5pp1/3b1n1p/2n5/3Q4/2N2P2/1PB2PPP/2B1R1K1 b - - 0 21	290284	0.08711028099060059	7206	7080	658635	638306	157001
247	749	46	5rk1/5ppp/6r1/1pP1P3/p1RP4/q3PQ2/P4RPP/6K1 w - b6 0 27	54905	0.014197826385498047	1731	1709	103283	95906	11935
248	579	46	r5k1/1pp1r1pp/8/B2P1p2/5P2/3P4/PP1KBnPP/4R3 w - - 3 27	33368	0.008484840393066406	508	465	56437	51465	2571
249	759	47	6k1/p4ppp/1p1bp1n1/q7/P3Q3/2P1BN1P/1P3PP1/6K1 b - - 7 27	90783	0.025132417678833008	3862	3742	210135	201272	36995
250	408	66	8/p1p2p1p/6pP/1P5k/5Q2/4P1P1/1q5K/8 w - - 0 37	13200	0.002679109573364258	609	575	18139	17411	2437
251	583	36	r3r1k1/1p1b2pp/p3pp2/q1np4/P2B4/2bBP2P/2PNQPP1/R3R1K1 w - - 2 22	37356	0.0111846923828125	392	376	77647	70148	2281
252	905	39	3r1bk1/2p2p1p/1p2rnp1/pP3p2/P2P1P2/2P1P1PP/5KB1/R1B2R2 b - - 0 23	56017	0.015141725540161133	2114	2026	118923	111533	14987
253	985	71	8/2p2pk1/2r4p/2P3pP/3r2P1/5P2/2R3K1/R7 b - - 0 39	82770	0.020793437957763672	4720	4624	188874	184356	62015
254	430	30	r2r2k1/1p2npp1/1b2b2p/p1qpP3/6n1/PPNB1N2/1BQ1RPPP/5RK1 w - - 5 19	45167	0.016257524490356445	990	942	104155	95755	9323
255	90	48	6k1/pp3p2/5p2/5B2/PPp1R1P1/2P3b1/3r4/5K2 w - - 1 28	40996	0.009742975234985352	1988	1949	74629	71945	15976
256	230	92	8/6kp/1R6/1p1p2p1/3r2P1/8/7P/5K2 w - - 0 50	37177	0.007983684539794922	2076	2056	51902	50024	13048
